"","Survived","Pclass","Title","Embarked","FamilyType","AgeType","Fare_per_person","type","PassengerId"
"467","0","2","Mr","S","Single","Adult",0,"train",467
"468","0","1","Mr","S","Single","Adult",26.55,"train",468
"469","0","3","Mr","Q","Single","Adult",7.725,"train",469
"470","1","3","Miss","C","Regular","Child",4.814575,"train",470
"471","0","3","Mr","S","Single","Adult",7.25,"train",471
"472","0","3","Mr","S","Single","Adult",8.6625,"train",472
"473","1","2","Mrs","S","Regular","Adult",6.9375,"train",473
"474","1","2","Mrs","C","Single","Adult",13.7917,"train",474
"475","0","3","Miss","S","Single","Adult",9.8375,"train",475
"476","0","1","Mr","S","Single","Adult",26,"train",476
"477","0","2","Mr","S","Regular","Adult",10.5,"train",477
"478","0","3","Mr","S","Regular","Adult",7.0458,"train",478
"479","0","3","Mr","S","Single","Adult",7.5208,"train",479
"480","1","3","Miss","S","Regular","Child",6.14375,"train",480
"481","0","3","Master","S","Large","Child",5.8625,"train",481
"482","0","2","Mr","S","Single","Adult",0,"train",482
"483","0","3","Mr","S","Single","Adult",8.05,"train",483
"484","1","3","Mrs","S","Single","Adult",9.5875,"train",484
"485","1","1","Mr","C","Regular","Adult",45.5396,"train",485
"486","0","3","Miss","S","Large","Child",5.09334,"train",486
"487","1","1","Mrs","S","Regular","Adult",45,"train",487
"488","0","1","Mr","C","Single","Adult",29.7,"train",488
"489","0","3","Mr","S","Single","Adult",8.05,"train",489
"490","1","3","Master","S","Regular","Child",5.3,"train",490
"491","0","3","Mr","S","Regular","Adult",19.9667,"train",491
"492","0","3","Mr","S","Single","Adult",7.25,"train",492
"493","0","1","Mr","S","Single","Adult",30.5,"train",493
"494","0","1","Mr","C","Single","Elder",49.5042,"train",494
"495","0","3","Mr","S","Single","Adult",8.05,"train",495
"496","0","3","Mr","C","Single","Adult",7.22915,"train",496
"497","1","1","Miss","C","Regular","Adult",39.13335,"train",497
"498","0","3","Mr","S","Single","Adult",7.55,"train",498
"499","0","1","Mrs","S","Regular","Adult",25.2583333333333,"train",499
"500","0","3","Mr","S","Single","Adult",7.7958,"train",500
"501","0","3","Mr","S","Single","Child",8.6625,"train",501
"502","0","3","Miss","Q","Single","Adult",7.75,"train",502
"503","0","3","Miss","Q","Single","Adult",7.6292,"train",503
"504","0","3","Miss","S","Single","Adult",9.5875,"train",504
"505","1","1","Miss","S","Single","Child",28.8333333333333,"train",505
"506","0","1","Mr","C","Regular","Adult",36.3,"train",506
"507","1","2","Mrs","S","Regular","Adult",8.66666666666667,"train",507
"508","1","1","Mr","S","Single","Adult",26.55,"train",508
"509","0","3","Mr","S","Single","Adult",7.50833333333333,"train",509
"510","1","3","Mr","S","Single","Adult",7.061975,"train",510
"511","1","3","Mr","Q","Single","Adult",7.75,"train",511
"512","0","3","Mr","S","Single","Adult",8.05,"train",512
"513","1","1","Mr","S","Single","Adult",26.2875,"train",513
"514","1","1","Mrs","C","Regular","Adult",29.7,"train",514
"515","0","3","Mr","S","Single","Adult",7.4958,"train",515
"516","0","1","Mr","S","Single","Adult",34.0208,"train",516
"517","1","2","Mrs","S","Single","Adult",10.5,"train",517
"518","0","3","Mr","Q","Single","Child",8.05,"train",518
"519","1","2","Mrs","S","Regular","Adult",13,"train",519
"520","0","3","Mr","S","Single","Adult",7.8958,"train",520
"521","1","1","Miss","S","Single","Adult",23.375,"train",521
"522","0","3","Mr","S","Single","Adult",7.8958,"train",522
"523","0","3","Mr","C","Single","Adult",7.225,"train",523
"524","1","1","Mrs","C","Regular","Adult",28.9896,"train",524
"525","0","3","Mr","C","Single","Adult",7.2292,"train",525
"526","0","3","Mr","Q","Single","Adult",7.75,"train",526
"527","1","2","Miss","S","Single","Adult",10.5,"train",527
"528","0","1","Mr","S","Single","Adult",55.4448,"train",528
"529","0","3","Mr","S","Single","Adult",7.925,"train",529
"530","0","2","Mr","S","Regular","Adult",11.5,"train",530
"531","1","2","Miss","S","Regular","Child",8.66666666666667,"train",531
"532","0","3","Mr","C","Single","Adult",7.2292,"train",532
"533","0","3","Mr","C","Regular","Child",7.2292,"train",533
"534","1","3","Mrs","C","Regular","Child",7.45276666666667,"train",534
"535","0","3","Miss","S","Single","Adult",8.6625,"train",535
"536","1","2","Miss","S","Regular","Child",8.75,"train",536
"537","0","1","Mr","S","Single","Adult",26.55,"train",537
"538","1","1","Miss","C","Single","Adult",35.475,"train",538
"539","0","3","Mr","S","Single","Adult",7.25,"train",539
"540","1","1","Miss","C","Regular","Adult",49.5,"train",540
"541","1","1","Miss","S","Regular","Adult",35.5,"train",541
"542","0","3","Miss","S","Large","Child",4.46785714285714,"train",542
"543","0","3","Miss","S","Large","Child",4.46785714285714,"train",543
"544","1","2","Mr","S","Regular","Adult",13,"train",544
"545","0","1","Mr","C","Regular","Adult",35.475,"train",545
"546","0","1","Mr","S","Single","Adult",26,"train",546
"547","1","2","Mrs","S","Regular","Adult",13,"train",547
"548","1","2","Mr","C","Single","Adult",13.8625,"train",548
"549","0","3","Mr","S","Regular","Adult",6.84166666666667,"train",549
"550","1","2","Master","S","Regular","Child",9.1875,"train",550
"551","1","1","Mr","C","Regular","Child",27.720825,"train",551
"552","0","2","Mr","S","Single","Adult",13,"train",552
"553","0","3","Mr","Q","Single","Adult",7.8292,"train",553
"554","1","3","Mr","C","Single","Adult",7.225,"train",554
"555","1","3","Miss","S","Single","Adult",7.775,"train",555
"556","0","1","Mr","S","Single","Adult",26.55,"train",556
"557","1","1","Mrs","C","Regular","Adult",39.6,"train",557
"558","0","1","Mr","C","Single","Adult",45.505,"train",558
"559","1","1","Mrs","S","Regular","Adult",26.55,"train",559
"560","1","3","Mrs","S","Regular","Adult",8.7,"train",560
"561","0","3","Mr","Q","Single","Adult",7.75,"train",561
"562","0","3","Mr","S","Single","Adult",7.8958,"train",562
"563","0","2","Mr","S","Single","Adult",13.5,"train",563
"564","0","3","Mr","S","Single","Adult",8.05,"train",564
"565","0","3","Miss","S","Single","Adult",8.05,"train",565
"566","0","3","Mr","S","Regular","Adult",8.05,"train",566
"567","0","3","Mr","S","Single","Adult",7.8958,"train",567
"568","0","3","Mrs","S","Large","Adult",4.215,"train",568
"569","0","3","Mr","C","Single","Adult",7.2292,"train",569
"570","1","3","Mr","S","Single","Adult",7.8542,"train",570
"571","1","2","Mr","S","Single","Adult",10.5,"train",571
"572","1","1","Mrs","S","Regular","Adult",25.7396,"train",572
"573","1","1","Mr","S","Single","Adult",26.3875,"train",573
"574","1","3","Miss","Q","Single","Adult",7.75,"train",574
"575","0","3","Mr","S","Single","Child",8.05,"train",575
"576","0","3","Mr","S","Single","Adult",7.25,"train",576
"577","1","2","Miss","S","Single","Adult",13,"train",577
"578","1","1","Mrs","S","Regular","Adult",27.95,"train",578
"579","0","3","Mrs","C","Regular","Adult",7.22915,"train",579
"580","1","3","Mr","S","Single","Adult",7.925,"train",580
"581","1","2","Miss","S","Regular","Adult",15,"train",581
"582","1","1","Mrs","C","Regular","Adult",27.720825,"train",582
"583","0","2","Mr","S","Single","Adult",13,"train",583
"584","0","1","Mr","C","Single","Adult",40.125,"train",584
"585","0","3","Mr","C","Single","Adult",8.7125,"train",585
"586","1","1","Miss","S","Regular","Adult",26.55,"train",586
"587","0","2","Mr","S","Single","Adult",15,"train",587
"588","1","1","Mr","C","Regular","Adult",39.6,"train",588
"589","0","3","Mr","S","Single","Adult",8.05,"train",589
"590","0","3","Mr","S","Single","Adult",8.05,"train",590
"591","0","3","Mr","S","Single","Adult",7.125,"train",591
"592","1","1","Mrs","C","Regular","Adult",39.13335,"train",592
"593","0","3","Mr","S","Single","Adult",7.25,"train",593
"594","0","3","Miss","Q","Regular","Child",7.75,"train",594
"595","0","2","Mr","S","Regular","Adult",13,"train",595
"596","0","3","Mr","S","Regular","Adult",8.05,"train",596
"597","1","2","Miss","S","Single","Adult",11,"train",597
"598","0","3","Mr","S","Single","Adult",0,"train",598
"599","0","3","Mr","C","Single","Adult",7.225,"train",599
"600","1","1","Mr","C","Regular","Adult",28.4646,"train",600
"601","1","2","Mrs","S","Regular","Adult",13.5,"train",601
"602","0","3","Mr","S","Single","Adult",7.8958,"train",602
"603","0","1","Mr","S","Single","Adult",21.2,"train",603
"604","0","3","Mr","S","Single","Adult",8.05,"train",604
"605","1","1","Mr","C","Single","Adult",26.55,"train",605
"606","0","3","Mr","S","Regular","Adult",7.775,"train",606
"607","0","3","Mr","S","Single","Adult",7.8958,"train",607
"608","1","1","Mr","S","Single","Adult",30.5,"train",608
"609","1","2","Mrs","C","Regular","Adult",10.3948,"train",609
"610","1","1","Miss","S","Single","Adult",51.1541666666667,"train",610
"611","0","3","Mrs","S","Large","Adult",4.46785714285714,"train",611
"612","0","3","Mr","S","Single","Child",7.05,"train",612
"613","1","3","Miss","Q","Regular","Child",7.75,"train",613
"614","0","3","Mr","Q","Single","Adult",7.75,"train",614
"615","0","3","Mr","S","Single","Adult",8.05,"train",615
"616","1","2","Miss","S","Regular","Adult",13,"train",616
"617","0","3","Mr","S","Regular","Adult",4.8,"train",617
"618","0","3","Mrs","S","Regular","Adult",8.05,"train",618
"619","1","2","Miss","S","Regular","Child",9.75,"train",619
"620","0","2","Mr","S","Single","Adult",10.5,"train",620
"621","0","3","Mr","C","Regular","Adult",7.2271,"train",621
"622","1","1","Mr","S","Regular","Adult",26.2771,"train",622
"623","1","3","Mr","C","Regular","Adult",5.24723333333333,"train",623
"624","0","3","Mr","S","Single","Adult",7.8542,"train",624
"625","0","3","Mr","S","Single","Adult",8.05,"train",625
"626","0","1","Mr","S","Single","Adult",32.3208,"train",626
"627","0","2","Mr","Q","Single","Adult",12.35,"train",627
"628","1","1","Miss","S","Single","Adult",25.9861,"train",628
"629","0","3","Mr","S","Single","Adult",7.8958,"train",629
"630","0","3","Mr","Q","Single","Elder",7.7333,"train",630
"631","1","1","Mr","S","Single","Elder",30,"train",631
"632","0","3","Mr","S","Single","Adult",7.0542,"train",632
"633","1","1","Mr","C","Single","Adult",30.5,"train",633
"634","0","1","Mr","S","Single","Adult",0,"train",634
"635","0","3","Miss","S","Large","Child",4.65,"train",635
"636","1","2","Miss","S","Single","Adult",13,"train",636
"637","0","3","Mr","S","Single","Adult",7.925,"train",637
"638","0","2","Mr","S","Regular","Adult",8.75,"train",638
"639","0","3","Mrs","S","Large","Adult",5.66964285714286,"train",639
"640","0","3","Mr","S","Regular","Adult",8.05,"train",640
"641","0","3","Mr","S","Single","Adult",7.8542,"train",641
"642","1","1","Miss","C","Single","Adult",34.65,"train",642
"643","0","3","Miss","S","Large","Child",4.65,"train",643
"644","1","3","Mr","S","Single","Adult",7.061975,"train",644
"645","1","3","Miss","C","Regular","Child",4.814575,"train",645
"646","1","1","Mr","C","Regular","Adult",25.5764,"train",646
"647","0","3","Mr","S","Single","Adult",7.8958,"train",647
"648","1","1","Mr","C","Single","Adult",35.5,"train",648
"649","0","3","Mr","S","Single","Adult",7.55,"train",649
"650","1","3","Miss","S","Single","Adult",7.55,"train",650
"651","0","3","Mr","S","Single","Adult",7.8958,"train",651
"652","1","2","Miss","S","Regular","Adult",11.5,"train",652
"653","0","3","Mr","S","Single","Adult",8.4333,"train",653
"654","1","3","Miss","Q","Single","Adult",7.8292,"train",654
"655","0","3","Miss","Q","Single","Adult",6.75,"train",655
"656","0","2","Mr","S","Regular","Adult",10.5,"train",656
"657","0","3","Mr","S","Single","Adult",7.8958,"train",657
"658","0","3","Mrs","Q","Regular","Adult",7.75,"train",658
"659","0","2","Mr","S","Single","Adult",13,"train",659
"660","0","1","Mr","C","Regular","Adult",37.7583333333333,"train",660
"661","1","1","Mr","S","Regular","Adult",66.825,"train",661
"662","0","3","Mr","C","Single","Adult",7.225,"train",662
"663","0","1","Mr","S","Single","Adult",25.5875,"train",663
"664","0","3","Mr","S","Single","Adult",7.4958,"train",664
"665","1","3","Mr","S","Regular","Adult",7.925,"train",665
"666","0","2","Mr","S","Regular","Adult",10.5,"train",666
"667","0","2","Mr","S","Single","Adult",13,"train",667
"668","0","3","Mr","S","Single","Adult",7.775,"train",668
"669","0","3","Mr","S","Single","Adult",8.05,"train",669
"670","1","1","Mrs","S","Regular","Adult",26,"train",670
"671","1","2","Mrs","S","Regular","Adult",13,"train",671
"672","0","1","Mr","S","Regular","Adult",26,"train",672
"673","0","2","Mr","S","Single","Elder",10.5,"train",673
"674","1","2","Mr","S","Single","Adult",13,"train",674
"675","0","2","Mr","S","Single","Adult",0,"train",675
"676","0","3","Mr","S","Single","Adult",7.775,"train",676
"677","0","3","Mr","S","Single","Adult",8.05,"train",677
"678","1","3","Miss","S","Single","Adult",9.8417,"train",678
"679","0","3","Mrs","S","Large","Adult",5.8625,"train",679
"680","1","1","Mr","C","Regular","Adult",128.0823,"train",680
"681","0","3","Miss","Q","Single","Adult",8.1375,"train",681
"682","1","1","Mr","C","Single","Adult",25.5764,"train",682
"683","0","3","Mr","S","Single","Adult",9.225,"train",683
"684","0","3","Mr","S","Large","Child",5.8625,"train",684
"685","0","2","Mr","S","Regular","Adult",13,"train",685
"686","0","2","Mr","C","Regular","Adult",10.3948,"train",686
"687","0","3","Mr","S","Large","Child",5.66964285714286,"train",687
"688","0","3","Mr","S","Single","Adult",10.1708,"train",688
"689","0","3","Mr","S","Single","Adult",7.7958,"train",689
"690","1","1","Miss","S","Regular","Child",52.834375,"train",690
"691","1","1","Mr","S","Regular","Adult",28.5,"train",691
"692","1","3","Miss","C","Regular","Child",6.70835,"train",692
"693","1","3","Mr","S","Single","Adult",7.061975,"train",693
"694","0","3","Mr","C","Single","Adult",7.225,"train",694
"695","0","1","Mr","S","Single","Adult",26.55,"train",695
"696","0","2","Mr","S","Single","Adult",13.5,"train",696
"697","0","3","Mr","S","Single","Adult",8.05,"train",697
"698","1","3","Miss","Q","Single","Adult",7.7333,"train",698
"699","0","1","Mr","C","Regular","Adult",27.720825,"train",699
"700","0","3","Mr","S","Single","Adult",7.65,"train",700
"701","1","1","Mrs","C","Regular","Adult",45.505,"train",701
"702","1","1","Mr","S","Single","Adult",26.2875,"train",702
"703","0","3","Miss","C","Regular","Adult",7.2271,"train",703
"704","0","3","Mr","Q","Single","Adult",7.7417,"train",704
"705","0","3","Mr","S","Regular","Adult",7.8542,"train",705
"706","0","2","Mr","S","Single","Adult",13,"train",706
"707","1","2","Mrs","S","Single","Adult",13.5,"train",707
"708","1","1","Mr","S","Single","Adult",26.2875,"train",708
"709","1","1","Miss","S","Single","Adult",25.2583333333333,"train",709
"710","1","3","Master","C","Regular","Child",5.08193333333333,"train",710
"711","1","1","Miss","C","Single","Adult",49.5042,"train",711
"712","0","1","Mr","S","Single","Adult",26.55,"train",712
"713","1","1","Mr","S","Regular","Adult",26,"train",713
"714","0","3","Mr","S","Single","Adult",9.4833,"train",714
"715","0","2","Mr","S","Single","Adult",6.5,"train",715
"716","0","3","Mr","S","Single","Adult",7.65,"train",716
"717","1","1","Miss","C","Single","Adult",45.505,"train",717
"718","1","2","Miss","S","Single","Adult",10.5,"train",718
"719","0","3","Mr","Q","Single","Adult",7.75,"train",719
"720","0","3","Mr","S","Single","Adult",7.775,"train",720
"721","1","2","Miss","S","Regular","Child",11,"train",721
"722","0","3","Mr","S","Regular","Child",7.0542,"train",722
"723","0","2","Mr","S","Single","Adult",13,"train",723
"724","0","2","Mr","S","Single","Adult",13,"train",724
"725","1","1","Mr","S","Regular","Adult",26.55,"train",725
"726","0","3","Mr","S","Single","Adult",8.6625,"train",726
"727","1","2","Mrs","S","Regular","Adult",10.5,"train",727
"728","1","3","Miss","Q","Single","Adult",7.7375,"train",728
"729","0","2","Mr","S","Regular","Adult",13,"train",729
"730","0","3","Miss","S","Regular","Adult",7.925,"train",730
"731","1","1","Miss","S","Single","Adult",52.834375,"train",731
"732","0","3","Mr","C","Single","Child",9.39375,"train",732
"733","0","2","Mr","S","Single","Adult",0,"train",733
"734","0","2","Mr","S","Single","Adult",13,"train",734
"735","0","2","Mr","S","Single","Adult",13,"train",735
"736","0","3","Mr","S","Single","Adult",8.05,"train",736
"737","0","3","Mrs","S","Large","Adult",6.875,"train",737
"738","1","1","Mr","C","Single","Adult",128.0823,"train",738
"739","0","3","Mr","S","Single","Adult",7.8958,"train",739
"740","0","3","Mr","S","Single","Adult",7.8958,"train",740
"741","1","1","Mr","S","Single","Adult",30,"train",741
"742","0","1","Mr","S","Regular","Adult",26.2833333333333,"train",742
"743","1","1","Miss","C","Large","Adult",37.4821428571429,"train",743
"744","0","3","Mr","S","Regular","Adult",8.05,"train",744
"745","1","3","Mr","S","Single","Adult",7.925,"train",745
"746","0","1","Mr","S","Regular","Elder",35.5,"train",746
"747","0","3","Mr","S","Regular","Child",6.75,"train",747
"748","1","2","Miss","S","Single","Adult",13,"train",748
"749","0","1","Mr","S","Regular","Adult",26.55,"train",749
"750","0","3","Mr","Q","Single","Adult",7.75,"train",750
"751","1","2","Miss","S","Regular","Child",7.66666666666667,"train",751
"752","1","3","Master","S","Regular","Child",6.2375,"train",752
"753","0","3","Mr","S","Single","Adult",9.5,"train",753
"754","0","3","Mr","S","Single","Adult",7.8958,"train",754
"755","1","2","Mrs","S","Regular","Adult",13,"train",755
"756","1","2","Master","S","Regular","Child",7.25,"train",756
"757","0","3","Mr","S","Single","Adult",7.7958,"train",757
"758","0","2","Mr","S","Single","Adult",11.5,"train",758
"759","0","3","Mr","S","Single","Adult",8.05,"train",759
"760","1","1","Mrs","S","Single","Adult",28.8333333333333,"train",760
"761","0","3","Mr","S","Single","Adult",7.25,"train",761
"762","0","3","Mr","S","Single","Adult",7.125,"train",762
"763","1","3","Mr","C","Single","Adult",7.2292,"train",763
"764","1","1","Mrs","S","Regular","Adult",30,"train",764
"765","0","3","Mr","S","Single","Child",7.775,"train",765
"766","1","1","Mrs","S","Regular","Adult",25.9861,"train",766
"767","0","1","Mr","C","Single","Adult",39.6,"train",767
"768","0","3","Miss","Q","Single","Adult",7.75,"train",768
"769","0","3","Mr","Q","Regular","Adult",8.05,"train",769
"770","0","3","Mr","S","Single","Adult",8.3625,"train",770
"771","0","3","Mr","S","Single","Adult",9.5,"train",771
"772","0","3","Mr","S","Single","Adult",7.8542,"train",772
"773","0","2","Mrs","S","Single","Adult",5.25,"train",773
"774","0","3","Mr","C","Single","Adult",7.225,"train",774
"775","1","2","Mrs","S","Large","Adult",11.5,"train",775
"776","0","3","Mr","S","Single","Adult",7.75,"train",776
"777","0","3","Mr","Q","Single","Adult",7.75,"train",777
"778","1","3","Miss","S","Single","Child",6.2375,"train",778
"779","0","3","Mr","Q","Single","Adult",7.7375,"train",779
"780","1","1","Mrs","S","Regular","Adult",52.834375,"train",780
"781","1","3","Miss","C","Single","Child",7.2292,"train",781
"782","1","1","Mrs","S","Regular","Child",28.5,"train",782
"783","0","1","Mr","S","Single","Adult",30,"train",783
"784","0","3","Mr","S","Regular","Adult",5.8625,"train",784
"785","0","3","Mr","S","Single","Adult",7.05,"train",785
"786","0","3","Mr","S","Single","Adult",7.25,"train",786
"787","1","3","Miss","S","Single","Adult",7.4958,"train",787
"788","0","3","Master","Q","Large","Child",4.85416666666667,"train",788
"789","1","3","Master","S","Regular","Child",5.14375,"train",789
"790","0","1","Mr","C","Single","Adult",39.6,"train",790
"791","0","3","Mr","Q","Single","Adult",7.75,"train",791
"792","0","2","Mr","S","Single","Child",13,"train",792
"793","0","3","Miss","S","Large","Child",6.32272727272727,"train",793
"794","0","1","Mr","C","Single","Adult",30.6958,"train",794
"795","0","3","Mr","S","Single","Adult",7.8958,"train",795
"796","0","2","Mr","S","Single","Adult",13,"train",796
"797","1","1","Mrs","S","Single","Adult",25.9292,"train",797
"798","1","3","Mrs","S","Single","Adult",8.6833,"train",798
"799","0","3","Mr","C","Single","Adult",7.2292,"train",799
"800","0","3","Mrs","S","Regular","Adult",8.05,"train",800
"801","0","2","Mr","S","Single","Adult",6.5,"train",801
"802","1","2","Mrs","S","Regular","Adult",8.75,"train",802
"803","1","1","Master","S","Regular","Child",30,"train",803
"804","1","3","Master","C","Regular","Child",4.25835,"train",804
"805","1","3","Mr","S","Single","Adult",6.975,"train",805
"806","0","3","Mr","S","Single","Adult",7.775,"train",806
"807","0","1","Mr","S","Single","Adult",0,"train",807
"808","0","3","Miss","S","Single","Adult",7.775,"train",808
"809","0","2","Mr","S","Single","Adult",13,"train",809
"810","1","1","Mrs","S","Regular","Adult",26.55,"train",810
"811","0","3","Mr","S","Single","Adult",7.8875,"train",811
"812","0","3","Mr","S","Single","Adult",8.05,"train",812
"813","0","2","Mr","S","Single","Adult",10.5,"train",813
"814","0","3","Miss","S","Large","Child",4.46785714285714,"train",814
"815","0","3","Mr","S","Single","Adult",8.05,"train",815
"816","0","1","Mr","S","Single","Adult",0,"train",816
"817","0","3","Miss","S","Single","Adult",7.925,"train",817
"818","0","2","Mr","C","Regular","Adult",12.3347333333333,"train",818
"819","0","3","Mr","S","Single","Adult",6.45,"train",819
"820","0","3","Master","S","Large","Child",4.65,"train",820
"821","1","1","Mrs","S","Regular","Adult",23.375,"train",821
"822","1","3","Mr","S","Single","Adult",8.6625,"train",822
"823","0","1","Mr","S","Single","Adult",0,"train",823
"824","1","3","Mrs","S","Regular","Adult",6.2375,"train",824
"825","0","3","Master","S","Large","Child",5.66964285714286,"train",825
"826","0","3","Mr","Q","Single","Adult",6.95,"train",826
"827","0","3","Mr","S","Single","Adult",7.061975,"train",827
"828","1","2","Master","C","Regular","Child",12.3347333333333,"train",828
"829","1","3","Mr","Q","Single","Adult",7.75,"train",829
"830","1","1","Mrs","C","Single","Adult",40,"train",830
"831","1","3","Mrs","C","Regular","Child",7.2271,"train",831
"832","1","2","Master","S","Regular","Child",6.25,"train",832
"833","0","3","Mr","C","Single","Adult",7.2292,"train",833
"834","0","3","Mr","S","Single","Adult",7.8542,"train",834
"835","0","3","Mr","S","Single","Adult",8.3,"train",835
"836","1","1","Miss","C","Regular","Adult",27.7194333333333,"train",836
"837","0","3","Mr","S","Single","Adult",8.6625,"train",837
"838","0","3","Mr","S","Single","Adult",8.05,"train",838
"839","1","3","Mr","S","Single","Adult",7.061975,"train",839
"840","1","1","Mr","C","Single","Adult",29.7,"train",840
"841","0","3","Mr","S","Single","Adult",7.925,"train",841
"842","0","2","Mr","S","Single","Child",5.25,"train",842
"843","1","1","Miss","C","Single","Adult",15.5,"train",843
"844","0","3","Mr","C","Single","Adult",6.4375,"train",844
"845","0","3","Mr","S","Single","Child",8.6625,"train",845
"846","0","3","Mr","S","Single","Adult",7.55,"train",846
"847","0","3","Mr","S","Large","Child",6.32272727272727,"train",847
"848","0","3","Mr","C","Single","Adult",7.8958,"train",848
"849","0","2","Mr","S","Regular","Adult",11,"train",849
"850","1","1","Mrs","C","Regular","Adult",44.5521,"train",850
"851","0","3","Master","S","Large","Child",4.46785714285714,"train",851
"852","0","3","Mr","S","Single","Elder",7.775,"train",852
"853","0","3","Miss","C","Regular","Child",5.08193333333333,"train",853
"854","1","1","Miss","S","Regular","Child",19.7,"train",854
"855","0","2","Mrs","S","Regular","Adult",13,"train",855
"856","1","3","Mrs","S","Regular","Adult",4.675,"train",856
"857","1","1","Mrs","S","Regular","Adult",41.216675,"train",857
"858","1","1","Mr","S","Single","Adult",26.55,"train",858
"859","1","3","Mrs","C","Regular","Adult",4.814575,"train",859
"860","0","3","Mr","C","Single","Adult",7.2292,"train",860
"861","0","3","Mr","S","Regular","Adult",7.05415,"train",861
"862","0","2","Mr","S","Regular","Adult",11.5,"train",862
"863","1","1","Mrs","S","Single","Adult",25.9292,"train",863
"864","0","3","Miss","S","Large","Child",6.32272727272727,"train",864
"865","0","2","Mr","S","Single","Adult",13,"train",865
"866","1","2","Mrs","S","Single","Adult",13,"train",866
"867","1","2","Miss","C","Regular","Adult",13.8583,"train",867
"868","0","1","Mr","S","Single","Adult",50.4958,"train",868
"869","0","3","Mr","S","Single","Adult",9.5,"train",869
"870","1","3","Master","S","Regular","Child",3.7111,"train",870
"871","0","3","Mr","S","Single","Adult",7.8958,"train",871
"872","1","1","Mrs","S","Regular","Adult",26.2771,"train",872
"873","0","1","Mr","S","Single","Adult",5,"train",873
"874","0","3","Mr","S","Single","Adult",9,"train",874
"875","1","2","Mrs","C","Regular","Adult",12,"train",875
"876","1","3","Miss","C","Single","Child",7.225,"train",876
"877","0","3","Mr","S","Single","Adult",4.9229,"train",877
"878","0","3","Mr","S","Single","Adult",7.8958,"train",878
"879","0","3","Mr","S","Single","Adult",7.8958,"train",879
"880","1","1","Mrs","C","Regular","Adult",27.7194333333333,"train",880
"881","1","2","Mrs","S","Regular","Adult",13,"train",881
"882","0","3","Mr","S","Single","Adult",7.8958,"train",882
"883","0","3","Miss","S","Single","Adult",10.5167,"train",883
"884","0","2","Mr","S","Single","Adult",10.5,"train",884
"885","0","3","Mr","S","Single","Adult",7.05,"train",885
"886","0","3","Mrs","Q","Large","Adult",4.85416666666667,"train",886
"887","0","2","Mr","S","Single","Adult",13,"train",887
"888","1","1","Miss","S","Single","Adult",30,"train",888
"889","0","3","Miss","S","Regular","Child",5.8625,"train",889
"890","1","1","Mr","C","Single","Adult",30,"train",890
"891","0","3","Mr","Q","Single","Adult",7.75,"train",891
"892","0","X3","Mr","Q","Single","Adult",7.8292,"result",892
"893","1","X3","Mrs","S","Regular","Adult",7,"result",893
"894","0","X2","Mr","Q","Single","Adult",9.6875,"result",894
"895","0","X3","Mr","S","Single","Adult",8.6625,"result",895
"896","1","X3","Mrs","S","Regular","Adult",6.14375,"result",896
"897","0","X3","Mr","S","Single","Child",9.225,"result",897
"898","1","X3","Miss","Q","Single","Adult",7.6292,"result",898
"899","0","X2","Mr","S","Regular","Adult",9.66666666666667,"result",899
"900","1","X3","Mrs","C","Single","Adult",7.2292,"result",900
"901","0","X3","Mr","S","Regular","Adult",8.05,"result",901
"902","0","X3","Mr","S","Single","Adult",7.8958,"result",902
"903","0","X1","Mr","S","Single","Adult",26,"result",903
"904","1","X1","Mrs","S","Regular","Adult",41.13335,"result",904
"905","0","X2","Mr","S","Regular","Adult",13,"result",905
"906","1","X1","Mrs","S","Regular","Adult",30.5875,"result",906
"907","1","X2","Mrs","C","Regular","Adult",13.8604,"result",907
"908","0","X2","Mr","Q","Single","Adult",12.35,"result",908
"909","0","X3","Mr","C","Single","Adult",7.225,"result",909
"910","1","X3","Miss","S","Regular","Adult",7.925,"result",910
"911","1","X3","Mrs","C","Single","Adult",7.225,"result",911
"912","1","X1","Mr","C","Regular","Adult",29.7,"result",912
"913","1","X3","Master","S","Regular","Child",3.1708,"result",913
"914","1","X1","Mrs","S","Single","Adult",31.6833,"result",914
"915","0","X1","Mr","C","Regular","Adult",30.6896,"result",915
"916","1","X1","Mrs","C","Large","Adult",37.4821428571429,"result",916
"917","0","X3","Mr","S","Regular","Adult",7.25,"result",917
"918","1","X1","Miss","C","Regular","Adult",30.9896,"result",918
"919","0","X3","Mr","C","Single","Adult",7.225,"result",919
"920","1","X1","Mr","S","Single","Adult",30.5,"result",920
"921","0","X3","Mr","C","Regular","Adult",7.2264,"result",921
"922","0","X2","Mr","S","Regular","Adult",13,"result",922
"923","0","X2","Mr","S","Regular","Adult",10.5,"result",923
"924","1","X3","Mrs","S","Regular","Adult",5.14375,"result",924
"925","1","X3","Mrs","S","Regular","Adult",5.8625,"result",925
"926","1","X1","Mr","C","Regular","Adult",28.875,"result",926
"927","0","X3","Mr","C","Single","Adult",7.2292,"result",927
"928","0","X3","Miss","S","Single","Adult",8.05,"result",928
"929","0","X3","Miss","S","Single","Adult",8.6625,"result",929
"930","0","X3","Mr","S","Single","Adult",9.5,"result",930
"931","1","X3","Mr","S","Single","Adult",7.061975,"result",931
"932","0","X3","Mr","C","Regular","Adult",6.70835,"result",932
"933","1","X1","Mr","S","Single","Adult",26.55,"result",933
